bookTitle	bookSeries	bookAuthors	ratingValue	ratingCount	reviewCount	Plot	NumberOfPages	Publishing_Date	Characters	Setting	Url
A Good Scent from a Strange Mountain		Robert Olen Butler	3.96	7991	552	Robert Olen Butler's lyrical and poignant collection of stories about the aftermath of the Vietnam War and its impact on the Vietnamese was acclaimed by critics across the nation and won the Pulitzer Prize in 1993. Now Grove Press is proud to reissue this contemporary classic by one of America's most important living writers, in a new edition of 'A Good Scent from a Strange Mountain' that includes two subsequently published stories -- "Salem" and "Missing" -- that brilliantly complete the collection's narrative journey, returning to the jungles of Vietnam.	269	1992			https://www.goodreads.com/book/show/261601.A_Good_Scent_from_a_Strange_Mountain
