bookTitle	bookSeries	bookAuthors	ratingValue	ratingCount	reviewCount	Plot	NumberOfPages	Publishing_Date	Characters	Setting	Url
Vampire Academy: The Graphic Novel	Vampire Academy: The Graphic Novel #1	Richelle Mead, Emma Vieceli, Leigh Dragoon	4.12	15056	789	After two years on the run, best friends Rose and Lissa are caught and returned to St. Vladimir’s Academy, a private high school for vampires and half-bloods. It’s filled with intrigue, danger—and even romance. Enter their dark, fascinating world through a new series of 144-page full-color graphic novels. The entire first Vampire Academy novel has been adapted for book one by Leigh Dragoon and overseen by Richelle Mead, while the beautiful art of acclaimed British illustrator Emma Vieceli brings the story to life.	144	August 23rd 2011	Vasilisa "Lissa" Dragomir, Dimitri Belikov, Christian Ozera, Mason Ashford	Montana (United States)	https://www.goodreads.com/book/show/8643220-vampire-academy
