bookTitle	bookSeries	bookAuthors	ratingValue	ratingCount	reviewCount	Plot	NumberOfPages	Publishing_Date	Characters	Setting	Url
A ​Sky Beyond the Storm	An Ember in the Ashes #4	Sabaa Tahir, Sabaa Tahir	4.28	372	167	Prepare for the jaw-dropping finale of Sabaa Tahir's beloved New York Times bestselling An Ember in the Ashes fantasy series, and discover: Who will survive the storm? Picking up just a few months after A Reaper at the Gates left off... The long-imprisoned jinn are on the attack, wreaking bloody havoc in villages and cities alike. But for the Nightbringer, vengeance on his human foes is just the beginning. At his side, Commandant Keris Veturia declares herself Empress, and calls for the heads of any and all who defy her rule. At the top of the list? The Blood Shrike and her remaining family. Laia of Serra, now allied with the Blood Shrike, struggles to recover from the loss of the two people most important to her. Determined to stop the approaching apocalypse, she throws herself into the destruction of the Nightbringer. In the process, she awakens an ancient power that could lead her to victory--or to an unimaginable doom. And deep in the Waiting Place, the Soul Catcher seeks only to forget the life--and love--he left behind. Yet doing so means ignoring the trail of murder left by the Nightbringer and his jinn. To uphold his oath and protect the human world from the supernatural, the Soul Catcher must look beyond the borders of his own land. He must take on a mission that could save--or destroy--all that he knows.	400				https://www.goodreads.com/book/show/31520883-a-sky-beyond-the-storm
