bookTitle	bookSeries	bookAuthors	ratingValue	ratingCount	reviewCount	Plot	NumberOfPages	Publishing_Date	Characters	Setting	Url
Nowhere To Run	Joe Pickett #10	C.J. Box	4.26	10395	670	Joe Pickett's in his last week as the temporary game warden in the town of Baggs, Wyoming, but there have been strange things going on in the mountains, and his conscience won't let him leave without checking them out: reports of camps looted, tents slashed, elk butchered. And then there's the runner who simply vanished one day. Joe doesn't mind admitting that the farther he rides, the more he wishes he could just turn around and go home. And he is right to be concerned. Because what awaits him is like nothing he's ever dealt with, like something out of an old story, except this is all too real and too deadly. When he'd first saddled up, he'd thought of this as his last patrol. What he hadn't known was just how accurate that thought might turn out to be.	356	2010			https://www.goodreads.com/book/show/7187391-nowhere-to-run
